"Food Scarcity, Household Pulse Survey","","","","","","",""
"Adults in households where there was either sometimes or often not enough to eat in the last 7 days","","","","","","",""
"","","Total Food Scarcity","","Percent Food Scarcity","","",""
"Week","Area","Number","Margin of Error +/-","Percent","MOE +/-","Measure Universe","Total Population age 18+"
"14","Colorado","394988","84948","9.8","2.1","4025204","4454718"
"14","Connecticut","244586","48283","10.4","2","2357962","2732423"
"14","Delaware","71865","16598","10.7","2.4","669730","754637"
"14","District of Columbia","71843","23212","14.6","4.6","492680","542635"
"14","Florida","1949594","317865","13.1","2.1","14931400","17085385"
"14","Georgia","733395","138720","10.5","1.9","6992172","7955983"
"14","Hawaii","64589","19932","6.7","2","969367","1073229"
"14","Idaho","85299","19903","7","1.6","1219889","1343198"
"14","Illinois","955703","198998","11.4","2.4","8418636","9546424"
"14","Indiana","506388","79834","11.1","1.7","4552249","5015550"
"14","Iowa","180122","34355","8.6","1.7","2085922","2342905"
"14","Kansas","169096","33060","9","1.8","1869368","2140957"
"14","Kentucky","421145","75491","14.1","2.4","2978465","3344102"
"14","Louisiana","475609","92284","15.9","3","2991656","3431432"
"14","Maine","65113","19096","7.1","2.1","921608","1065620"
"14","Maryland","357972","72049","8.9","1.7","4034924","4586920"
"14","Massachusetts","341813","71192","7.3","1.5","4663075","5324065"
"14","Michigan","585318","92778","9","1.4","6510880","7644458"
"14","Minnesota","246330","45691","6.5","1.2","3765213","4241624"
"14","Mississippi","320279","54408","17.3","2.7","1854714","2189670"
"14","Missouri","362015","84685","9.1","2.1","3996997","4617880"
"14","Montana","49323","11875","6.7","1.6","735932","822204"
"14","Nebraska","131201","21728","10.3","1.7","1268702","1418191"
"14","Nevada","253183","42945","12","2","2117885","2399457"
"14","New Hampshire","75714","17079","8","1.8","945051","1073014"
"14","New Jersey","640678","126693","11.1","2.1","5792564","6776822"
"14","New Mexico","170921","30126","12.3","2.1","1393134","1589574"
"14","New York","1584027","295351","12.2","2.2","12998988","14847080"
"14","North Carolina","620460","141661","8.9","2","7007677","8017566"
"14","North Dakota","36917","9299","7.2","1.8","510610","561016"
"14","Ohio","867215","156426","11","1.9","7875588","8822539"
"14","Oklahoma","281452","47612","11","1.8","2561555","2916436"
"14","Oregon","249485","39550","8.3","1.3","3005056","3302727"
"14","Pennsylvania","734726","129183","8.5","1.5","8601419","9776154"
"14","Rhode Island","87013","17032","12.2","2.4","711351","817559"
"14","South Carolina","333179","76841","9.8","2.2","3416091","3969123"
"14","South Dakota","35148","9595","6","1.6","583772","642658"
"14","Tennessee","509731","80599","11.1","1.7","4588667","5221475"
"14","Texas","2125844","324796","11.6","1.7","18248903","21356906"
"14","Utah","134659","28535","6.3","1.3","2138575","2281207"
"14","Vermont","18797","5232","4.3","1.2","439656","485485"
"14","Virginia","506451","120638","8.8","2.1","5748126","6472737"
"14","Washington","370620","63517","7","1.2","5321258","5890357"
"14","West Virginia","125052","29441","10.5","2.4","1186869","1379576"
"14","Wisconsin","354077","67577","9","1.7","3926597","4438719"
"14","Wyoming","47136","10758","12.2","2.7","386100","433400"
"14","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","375922","90098","9.2","2.1","4099904","4583787"
"14","Boston-Cambridge-Newton, MA-NH Metro Area","296722","69536","8.8","2","3386706","3846519"
"14","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","696311","172025","11.2","2.6","6236822","6956527"
"14","Dallas-Fort Worth-Arlington, TX Metro Area","580063","143813","11.3","2.5","5134203","5883304"
"14","Detroit-Warren-Dearborn, MI Metro Area","307625","68564","10.2","2.1","3029873","3472475"
"14","Houston-The Woodlands-Sugar Land, TX Metro Area","477975","93453","11.1","2.1","4298892","5196786"
"14","Los Angeles-Long Beach-Anaheim, CA Metro Area","940957","181914","11","2.1","8535597","10046289"
"14","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","530219","134010","12.5","3","4233045","4986553"
"14","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1578368","292837","13","2.3","12166942","14232940"
"14","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","506776","111183","11.4","2.3","4436451","5168197"
"14","Phoenix-Mesa-Chandler, AZ Metro Area","333916","73687","9.9","2.1","3389619","3785308"
"14","Riverside-San Bernardino-Ontario, CA Metro Area","656922","213301","17.4","4.9","3768514","4452782"
"14","San Francisco-Oakland-Berkeley, CA Metro Area","342198","143999","10.6","4","3223130","3563950"
"14","Seattle-Tacoma-Bellevue, WA Metro Area","177727","46227","6.2","1.6","2860299","3110329"
"14","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","379711","67893","9.3","1.6","4086343","4557955"
"13","United States","22365212","736903","10.3","0.3","217446620","249170916"
"13","Alabama","448616","88300","14.1","2.6","3185410","3717378"
"13","Alaska","54477","9130","11.4","1.9","479246","524925"
"13","Arizona","572414","96777","11.6","1.9","4924117","5597268"
"13","Arkansas","183069","40636","9.4","2","1951868","2246527"
"13","California","2889659","293533","11.4","1.1","25425270","29939021"
"13","Colorado","311935","58560","7.7","1.4","4025571","4454718"
"13","Connecticut","212049","50750","8.8","2.1","2414813","2732423"
"13","Delaware","61296","12761","9.2","1.8","665861","754637"
"13","District of Columbia","61164","16166","12.3","3.3","495502","542635"
"13","Florida","2026837","296341","13.8","1.9","14736488","17085385"
"13","Georgia","723186","132077","10.8","1.9","6695209","7955983"
"13","Hawaii","91026","20439","9.4","2.2","966018","1073229"
"13","Idaho","96749","22730","7.9","1.8","1217305","1343198"
"13","Illinois","1002262","159118","12","1.9","8336258","9546424"
"13","Indiana","459184","68705","10.4","1.6","4395321","5015550"
"13","Iowa","148431","29048","7.1","1.4","2087716","2342905"
"13","Kansas","223838","39919","11.9","2.1","1874136","2140957"
"13","Kentucky","307116","70412","10.3","2.4","2991635","3344102"
"13","Louisiana","372262","65034","12.6","2.2","2950302","3431432"
"13","Maine","60140","17585","6.3","1.8","953532","1065620"
"13","Maryland","352775","71201","8.6","1.7","4093122","4586920"
"13","Massachusetts","424393","92269","9","1.9","4730432","5324065"
"13","Michigan","640535","106230","9.4","1.5","6807211","7644458"
"13","Minnesota","266826","58349","7","1.5","3787488","4241624"
"13","Mississippi","268605","47624","14.5","2.5","1858517","2189670"
"13","Missouri","437870","75890","10.7","1.8","4106361","4617880"
"13","Montana","48636","14559","6.5","1.9","750245","822204"
"13","Nebraska","85920","18245","6.8","1.5","1262012","1418191"
"13","Nevada","215567","36452","10.2","1.8","2109834","2399457"
"13","New Hampshire","46552","14471","4.9","1.5","959544","1073014"
"13","New Jersey","562100","105490","9.6","1.8","5871783","6776822"
"13","New Mexico","173865","41786","12.3","2.9","1410465","1589574"
"13","New York","944546","210275","7.6","1.6","12463533","14847080"
"13","North Carolina","856939","170263","12.1","2.3","7102278","8017566"
"13","North Dakota","36788","11237","7.2","2.2","508813","561016"
"13","Ohio","825787","162326","10.6","2.1","7820936","8822539"
"13","Oklahoma","368994","63706","14.1","2.5","2610858","2916436"
"13","Oregon","271817","48686","9.2","1.6","2941326","3302727"
"13","Pennsylvania","630766","101609","7.3","1.2","8590273","9776154"
"13","Rhode Island","85729","16441","12.1","2.2","707678","817559"
"13","South Carolina","352510","77677","10.1","2.2","3483956","3969123"
"13","South Dakota","53969","17793","9.4","3","574671","642658"
"13","Tennessee","565620","79606","12.3","1.6","4581168","5221475"
"13","Texas","2130113","304674","11.5","1.6","18504429","21356906"
"13","Utah","109838","20710","5.3","1","2065597","2281207"
"13","Vermont","19988","5841","4.6","1.3","435691","485485"
"13","Virginia","471709","93739","8.3","1.6","5698554","6472737"
"13","Washington","376863","65073","7.1","1.2","5333255","5890357"
"13","West Virginia","141065","43933","11.8","3.6","1193878","1379576"
"13","Wisconsin","263575","59449","6.7","1.5","3916810","4438719"
"13","Wyoming","29245","7720","7.4","1.9","394326","433400"
"13","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","453357","117800","11.9","2.9","3818606","4519037"
"13","Boston-Cambridge-Newton, MA-NH Metro Area","215006","60980","6.7","1.8","3201377","3585147"
"13","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","790263","133333","13","2.1","6080714","6906339"
"13","Dallas-Fort Worth-Arlington, TX Metro Area","584243","129661","11.8","2.5","4952414","5594763"
"13","Detroit-Warren-Dearborn, MI Metro Area","365405","80390","12.2","2.4","3006115","3466853"
"13","Houston-The Woodlands-Sugar Land, TX Metro Area","504306","103895","11.3","2.2","4467040","5234056"
"13","Los Angeles-Long Beach-Anaheim, CA Metro Area","925399","208315","10.9","2.3","8454160","9880557"
"13","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","610106","139186","14.4","2.9","4222252","4939185"
"13","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1055325","172834","8.8","1.4","12020658","14351823"
"13","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","367262","73531","8.3","1.5","4440589","5063754"
"13","Phoenix-Mesa-Chandler, AZ Metro Area","306967","67621","9.3","2","3293729","3770606"
"13","Riverside-San Bernardino-Ontario, CA Metro Area","552910","127186","15.2","3.4","3634294","4232392"
"13","San Francisco-Oakland-Berkeley, CA Metro Area","248300","74288","8","2.3","3110352","3608596"
"13","Seattle-Tacoma-Bellevue, WA Metro Area","160853","43060","5.7","1.5","2826024","3103898"
"13","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","383209","89555","9.3","2","4127620","4614223"
"12","United States","29284583","1266138","12.1","0.5","242899746","249170916"
"12","Alabama","467489","114141","13","3.2","3596275","3717378"
"12","Alaska","46429","12876","9","2.5","514970","524925"
"12","Arizona","738346","139300","13.4","2.5","5502252","5597268"
"12","Arkansas","326933","56901","14.9","2.6","2197727","2246527"
"12","California","4127409","540240","14.3","1.9","28837120","29939021"
"12","Colorado","268639","89551","6.1","2","4423905","4454718"
"12","Connecticut","230213","55397","8.7","2.1","2635099","2732423"
"12","Delaware","83631","23388","11.3","3.1","740844","754637"
"12","District of Columbia","60535","20580","11.3","3.8","537595","542635"
"12","Florida","1903426","270163","11.3","1.6","16794577","17085385"
"12","Georgia","935765","225017","12.3","2.9","7627114","7955983"
"12","Hawaii","104608","26410","9.9","2.5","1057091","1073229"
"12","Idaho","108339","23751","8.3","1.8","1312560","1343198"
"12","Illinois","1247634","215169","13.3","2.3","9366608","9546424"
"12","Indiana","477050","107860","9.6","2.2","4956035","5015550"
"12","Iowa","168078","37079","7.3","1.6","2305039","2342905"
"12","Kansas","207146","42060","9.9","2","2101442","2140957"
"12","Kentucky","273673","74414","8.4","2.3","3240662","3344102"
"12","Louisiana","552639","94792","16.5","2.9","3342356","3431432"
"12","Maine","51419","21620","4.9","2.1","1044496","1065620"
"12","Maryland","462734","96556","10.3","2.1","4511399","4586920"
"12","Massachusetts","387744","96240","7.5","1.9","5186300","5324065"
"12","Michigan","704944","179019","9.5","2.4","7415046","7644458"
"12","Minnesota","302438","102979","7.3","2.5","4141238","4241624"
"12","Mississippi","406797","69102","19","3.2","2141135","2189670"
"12","Missouri","393150","85935","8.7","1.9","4525465","4617880"
"12","Montana","86684","26621","10.6","3.3","814905","822204"
"12","Nebraska","103435","23786","7.4","1.7","1402786","1418191"
"12","Nevada","372226","71062","16","3","2333273","2399457"
"12","New Hampshire","48362","16900","4.6","1.6","1062705","1073014"
"12","New Jersey","517475","137843","7.9","2.1","6587395","6776822"
"12","New Mexico","232540","49972","15.2","3.3","1528071","1589574"
"12","New York","2565221","406492","17.5","2.7","14663173","14847080"
"12","North Carolina","923559","200965","11.8","2.6","7839041","8017566"
"12","North Dakota","55559","31905","10.1","5.8","551468","561016"
"12","Ohio","683039","164325","8.1","2","8408628","8822539"
"12","Oklahoma","374297","63199","13.1","2.2","2854835","2916436"
"12","Oregon","330116","66035","10.2","2","3231273","3302727"
"12","Pennsylvania","1060565","175805","11.3","1.9","9403609","9776154"
"12","Rhode Island","116456","29244","14.5","3.6","802874","817559"
"12","South Carolina","428569","120669","11.1","3.1","3863560","3969123"
"12","South Dakota","44920","22089","7.1","3.5","631832","642658"
"12","Tennessee","658480","167271","13","3.3","5080438","5221475"
"12","Texas","3608121","438121","17.3","2.1","20835256","21356906"
"12","Utah","151167","44351","6.8","2","2221651","2281207"
"12","Vermont","32479","10211","6.8","2.1","477788","485485"
"12","Virginia","702048","159787","11","2.5","6394877","6472737"
"12","Washington","572764","109293","9.9","1.9","5759170","5890357"
"12","West Virginia","143237","40444","10.8","3","1321428","1379576"
"12","Wisconsin","405010","92507","9.3","2.1","4354213","4438719"
"12","Wyoming","31046","13629","7.4","3.2","421148","433400"
"12","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","515239","150373","10.8","3.1","4755670","4931998"
"12","Boston-Cambridge-Newton, MA-NH Metro Area","213478","56439","5.9","1.5","3594416","3694650"
"12","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","869381","185575","12.9","2.6","6746392","6884718"
"12","Dallas-Fort Worth-Arlington, TX Metro Area","756592","202212","14.5","3.4","5212253","5345741"
"12","Detroit-Warren-Dearborn, MI Metro Area","337523","137206","9.6","3.7","3518603","3625024"
"12","Houston-The Woodlands-Sugar Land, TX Metro Area","1210587","341196","19.9","5.2","6094714","6265632"
"12","Los Angeles-Long Beach-Anaheim, CA Metro Area","1587531","444815","15.6","4.1","10171256","10362065"
"12","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","580802","145444","13.2","3.1","4412750","4554479"
"12","New York-Newark-Jersey City, NY-NJ-PA Metro Area","2717314","465227","18.5","3.1","14651888","14908570"
"12","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","515894","150257","10.7","2.9","4816833","4966808"
"12","Phoenix-Mesa-Chandler, AZ Metro Area","607526","125591","15.3","3","3968385","4051740"
"12","Riverside-San Bernardino-Ontario, CA Metro Area","824096","256699","20","5.1","4130739","4240997"
"12","San Francisco-Oakland-Berkeley, CA Metro Area","315621","145790","9.1","3.6","3465798","3540050"
"12","Seattle-Tacoma-Bellevue, WA Metro Area","341139","120680","11.2","3.8","3053427","3119664"
"12","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","379731","106740","8.4","2.3","4503050","4573830"
"11","United States","26058378","907236","10.8","0.4","242101665","249170916"
"11","Alabama","469909","113648","12.9","3.1","3629806","3717378"
"11","Alaska","61255","18996","11.9","3.7","516295","524925"
"11","Arizona","653337","104667","11.9","1.9","5491906","5597268"
"11","Arkansas","271988","51057","12.4","2.3","2194218","2246527"
"11","California","3447187","470117","11.9","1.6","28991820","29939021"
"11","Colorado","438919","129953","10","2.9","4379749","4454718"
"11","Connecticut","228656","82007","8.6","3.1","2659782","2732423"
"11","Delaware","73782","19297","9.9","2.6","743050","754637"
"11","District of Columbia","65389","18576","12.4","3.4","528907","542635"
"11","Florida","1940436","300365","11.6","1.8","16699923","17085385"
"11","Georgia","772560","169174","10","2.3","7691974","7955983"
"11","Hawaii","113941","31639","10.8","3","1054884","1073229"
"11","Idaho","122539","34934","9.2","2.6","1327564","1343198"
"11","Illinois","701679","160846","7.5","1.7","9347747","9546424"
"11","Indiana","517718","117148","10.5","2.4","4918267","5015550"
"11","Iowa","131254","32730","5.7","1.4","2314872","2342905"
